...1,ISO,year,Value,Module,Policy,Broad Category,Market_non_market,Buildingblock,PriorityArea_new,Policy_new,Policytype_detail_new,Policytype,Policy_name_fig_1,Policy_name_fig_2_3,Policy_name_fig_4,Cluster_categories,Policy Name (our short framing),prev_value,introduction,jump,intensification,intensification_jump,is_price,is_subsidy,is_standard,is_reg,priceintro,regintro,subsidyintro,standardintro,price,reg,subsidy,standard,state,first_price_year,first_reg_year,path_group,path
48261,NZL,2004,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48295,NZL,2004,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48329,NZL,2004,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48363,NZL,2004,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48058,NZL,2005,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48092,NZL,2005,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48126,NZL,2005,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48160,NZL,2005,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48194,NZL,2005,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48228,NZL,2005,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48262,NZL,2005,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48296,NZL,2005,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48330,NZL,2005,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48364,NZL,2005,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48059,NZL,2006,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48093,NZL,2006,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48127,NZL,2006,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48161,NZL,2006,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48195,NZL,2006,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48229,NZL,2006,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48263,NZL,2006,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48297,NZL,2006,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48331,NZL,2006,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48365,NZL,2006,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48060,NZL,2007,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48094,NZL,2007,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48128,NZL,2007,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48162,NZL,2007,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48196,NZL,2007,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48230,NZL,2007,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48264,NZL,2007,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48298,NZL,2007,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48332,NZL,2007,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48366,NZL,2007,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48061,NZL,2008,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48095,NZL,2008,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48129,NZL,2008,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48163,NZL,2008,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48197,NZL,2008,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48231,NZL,2008,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48265,NZL,2008,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48299,NZL,2008,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48333,NZL,2008,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48367,NZL,2008,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48062,NZL,2009,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48096,NZL,2009,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48130,NZL,2009,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48164,NZL,2009,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48198,NZL,2009,0,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48232,NZL,2009,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48266,NZL,2009,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48300,NZL,2009,NA,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48334,NZL,2009,NA,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48368,NZL,2009,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48063,NZL,2010,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48097,NZL,2010,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48131,NZL,2010,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48165,NZL,2010,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,none,2010,2016,price_first,none
48199,NZL,2010,7.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,1,7.5,0,NA,1,0,0,0,1,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48233,NZL,2010,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48267,NZL,2010,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48301,NZL,2010,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48335,NZL,2010,1,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48369,NZL,2010,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48064,NZL,2011,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48098,NZL,2011,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48132,NZL,2011,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48166,NZL,2011,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48200,NZL,2011,7.5,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48234,NZL,2011,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48268,NZL,2011,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48302,NZL,2011,10,Electricity,Fossil fuels subsidies refrom - Electricity,Fuel subsidy reform,Market,Sectoral,Electricity,Fossil Fuel Subsidies Electricity,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,10,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48336,NZL,2011,2,Electricity,Planning for renewables expansion,Planning,Non-market,Sectoral,Electricity,PlanningRenewablesExpansion,Other regulatory instruments,NMBI,Renewable expansion planning,Renewable expansion planning,Renewable planning,Regulation,Renewable expansion planning,1,0,1,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48370,NZL,2011,0,Electricity,RPS with tradeable renewable energy certificates,Renewable portfolio standard,Non-market,Sectoral,Electricity,Renewable energy certificates,Subsidy,MBI,Renewable portfolio standard,Renewable portfolio standard,Renewable portfolio standard,Regulation,Renewable portfolio standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48065,NZL,2012,0,Electricity,Air pollution standards for coal power plants,Air pollution standard,Non-market,Sectoral,Electricity,AirEmissionStandards,Performance Standards,NMBI,Air pollution standard,Air pollution standard,Air pollution standard,Regulation,Air pollution standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48099,NZL,2012,0,Electricity,Auctions for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Auction,Subsidy,MBI,Renewable auction,Renewable auction,Renewable subsidy,Subsidy,Renewable auction,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48133,NZL,2012,0,Electricity,Ban on the construction of new and phase out of existing unabated coal plants,Ban,Non-market,Sectoral,Electricity,BanPhaseOutCoal,Technology Standards,NMBI,Ban & phase out (coal plants),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of coal plants,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48167,NZL,2012,0,Electricity,Carbon tax - Electricity,Taxation,Market,Sectoral,Electricity,Carbon Tax Electricity,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48201,NZL,2012,6,Electricity,Emissions trading schemes - Electricity,Taxation,Market,Sectoral,Electricity,ETS Electricity,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,-1.5,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48235,NZL,2012,0,Electricity,Feed in tariffs for solar PV and wind,Renewable subsidy,Market,Sectoral,Electricity,Feed-In-Tariffs,Subsidy,MBI,Renewable feed in tariff,Renewable feed in tariff,Renewable subsidy,Subsidy,Renewable feed in tariff,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
48269,NZL,2012,0,Electricity,Fossil fuels excise taxes - Electricity,Taxation,Market,Sectoral,Electricity,Excise Taxes Electricity,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,2010,2016,price_first,none
